学号,姓名,年龄,性别,联系方式,班级,语文,数学,英语,物理,化学,生物,政治,历史,地理,总分
202103889,bbpboq,18,男,17736866077,115,145,14,78,11,52,76,25,40,94,535
202103890,zvatjj,23,女,18646879538,62,104,77,14,34,42,61,42,18,20,412
202103891,frqpnl,22,女,17393842230,142,57,107,56,50,86,19,60,82,10,527
202103892,escydg,21,男,15849538357,12,66,107,113,67,60,2,81,62,3,561
202103893,wbgcip,17,男,15926932163,51,54,139,33,2,7,81,81,41,20,458
202103894,gqjhez,18,女,13147274537,160,73,140,98,61,31,33,53,90,48,627
202103895,hnbjcf,16,男,17820562439,56,115,77,92,83,51,49,48,95,75,685
202103896,ihmfkz,22,男,18023567387,9,55,62,117,19,93,95,33,14,44,532
202103897,omzmmj,26,女,18181210092,166,23,69,54,25,9,87,13,70,82,432
202103898,dexycp,20,男,18818146531,155,67,130,110,30,39,71,58,47,7,559
202103899,hupnzy,22,女,17379372915,159,15,49,4,25,20,87,4,39,44,287
202103900,dpulsf,21,女,18819050595,124,62,86,128,22,20,21,67,0,61,467
202103901,pxcejb,22,女,17828416010,23,39,10,62,8,15,72,34,28,67,335
202103902,sgdbuw,18,男,15976296405,140,136,142,28,91,30,85,65,4,85,666
202103903,zqzsml,19,女,13010566292,114,31,5,37,29,28,66,58,13,11,278
202103904,ysdetq,16,女,18147390735,58,28,105,138,60,52,22,58,86,46,595
202103905,hkmdqo,23,女,15342572293,33,12,10,52,32,20,35,44,80,59,344
202103906,dmurgx,18,男,13632772644,141,28,7,146,41,46,93,20,42,64,487
202103907,osseua,26,女,14951008916,49,132,118,128,31,64,11,11,16,22,533
202103908,stxgzk,24,男,17391006316,150,128,24,74,33,3,30,25,37,31,385
202103909,ntrkxh,22,男,15323175135,65,30,64,52,72,78,37,85,16,17,451
202103910,ilwfdi,22,女,13190448463,129,45,19,35,71,39,42,84,42,89,466
202103911,rmfquw,25,男,13175605863,28,54,2,84,9,67,77,27,97,91,508
202103912,oidluh,19,男,17736170564,116,116,42,43,62,28,9,92,1,32,425
202103913,aqosqc,19,男,13356230490,14,148,65,96,62,57,38,97,21,16,600
202103914,clelbc,19,男,13033363872,133,65,110,94,51,53,72,13,43,63,564
202103915,geebdc,26,男,18078265468,24,89,21,30,81,95,8,52,12,41,429
202103916,tshrgg,19,女,15844498429,86,127,113,140,33,0,80,70,4,32,599
202103917,jbeyfs,22,女,15881518107,147,52,33,105,66,78,8,46,12,45,445
202103918,mnhznp,21,女,15994245109,92,125,122,39,34,99,60,93,6,11,589
202103919,rtwhva,18,女,18572402758,56,15,106,140,96,57,92,98,34,86,724
202103920,pqbjtk,25,男,17833709254,80,132,66,25,63,40,33,72,24,53,508
202103921,dbvmyc,20,女,13526825769,9,138,67,9,1,50,65,23,57,22,432
202103922,imtvzh,17,女,13670547225,12,3,20,53,78,71,27,27,60,69,408
202103923,cekeri,21,女,13363937972,36,54,143,133,43,52,100,71,9,21,626
202103924,ktdwbn,24,男,18836635545,140,8,48,81,100,39,5,59,36,40,416
202103925,qfdmtq,21,女,13121482083,123,1,16,64,52,96,66,94,24,33,446
202103926,adpjft,18,女,18668786487,105,32,126,76,32,11,93,30,100,60,560
202103927,icxkam,22,女,15731181202,121,100,80,45,98,82,2,35,51,50,543
202103928,vfedgd,18,男,18119286231,122,46,42,67,70,90,55,90,63,37,560
202103929,lmhjgc,25,男,18742610030,4,42,93,107,15,71,40,86,20,11,485
202103930,ssgutq,23,男,15997323749,154,74,128,64,48,12,92,61,11,90,580
202103931,unlznu,25,男,17719894836,148,14,106,62,73,45,21,23,92,49,485
202103932,qyzzqy,23,女,17370576756,23,131,127,1,69,54,100,22,58,72,634
202103933,pinixu,25,女,18615983939,80,42,126,36,71,77,32,78,98,97,657
202103934,hqqzsr,20,男,13560810072,119,57,50,63,87,18,98,83,87,47,590
202103935,yprhuy,18,男,18775009927,132,76,9,58,2,14,23,7,30,26,245
202103936,hapkma,23,男,15789772256,124,21,124,146,67,68,49,85,57,5,622
202103937,yogftd,18,女,17367568255,144,90,106,30,3,4,24,31,54,32,374
202103938,jtzpjy,16,女,17832430424,87,120,94,123,66,68,34,5,25,40,575
202103939,ylumup,17,男,18560450117,85,140,69,42,2,57,86,44,19,81,540
202103940,bwfbke,16,男,18153348424,75,22,77,122,5,63,25,6,43,20,383
202103941,wveulu,20,女,17710499567,161,46,38,138,27,42,57,9,98,81,536
202103942,ivqnkj,23,女,18767165786,103,116,107,76,73,53,38,90,73,36,662
202103943,mdvyoa,20,女,15867697128,48,125,55,91,53,86,59,87,86,5,647
202103944,ylmaoy,21,女,18171215303,99,98,63,33,71,17,62,17,96,36,493
202103945,eaqugd,17,男,18526675903,29,54,126,15,66,99,49,86,25,97,617
202103946,crdycf,18,男,18952202506,136,121,91,20,61,56,14,95,3,80,541
202103947,mdwroq,24,女,18112250765,101,46,82,106,3,5,100,9,51,22,424
202103948,tueaii,25,男,13683536709,125,81,24,108,46,56,95,22,21,97,550
202103949,rpwtmi,20,男,18574459722,82,33,95,148,99,33,23,70,28,42,571
202103950,xrahbz,18,男,18960426247,69,63,26,148,70,95,65,26,50,53,596
202103951,kiwywo,25,男,18657547692,74,13,53,27,53,87,89,69,0,6,397
202103952,btaiqr,16,男,18528560550,74,106,74,121,84,3,78,84,93,88,731
202103953,btfmhm,24,男,15792567649,116,68,143,103,85,85,0,96,11,62,653
202103954,lxcmia,26,男,17331489017,2,10,40,1,97,70,63,6,21,35,343
202103955,lxabij,22,女,13367261495,133,97,30,55,40,91,16,36,39,52,456
202103956,zebtko,18,女,17828789911,152,0,83,110,81,98,82,5,65,51,575
202103957,fbxdnn,20,男,13112886787,34,45,73,108,88,33,59,35,86,49,576
202103958,ntbwqh,18,女,18134824834,24,41,31,122,83,78,10,35,85,30,515
202103959,wrdzga,23,女,13186699914,106,20,115,12,57,55,24,21,45,56,405
202103960,fsisza,22,女,18946580011,114,133,33,140,29,96,60,78,71,53,693
202103961,foiuqs,20,女,15859737428,50,78,29,51,82,73,50,3,25,60,451
202103962,xtrwil,18,女,18772159387,64,36,48,138,95,5,41,16,71,15,465
202103963,qlazxn,18,女,13195909342,162,97,0,9,4,90,4,42,0,11,257
202103964,qoqazl,18,女,18876010276,102,22,13,121,42,69,66,66,17,79,495
202103965,xbwurr,26,女,18712939568,31,26,69,28,85,69,85,6,65,53,486
202103966,mwosoa,21,男,18155945738,139,82,33,7,74,39,8,26,100,91,460
202103967,fduydk,19,女,14915947918,135,11,77,94,94,26,100,20,70,0,492
202103968,nahyxh,17,女,18925165147,80,143,137,133,95,14,5,38,85,9,659
202103969,ttsbvy,26,女,13098680612,83,4,112,29,100,50,20,49,52,48,464
202103970,stxyzu,22,女,15895639072,143,113,28,125,6,17,83,39,97,26,534
202103971,hpnfgk,19,女,17561921709,29,6,91,133,100,70,60,88,78,52,678
202103972,cdiuyw,16,男,18663275281,66,143,135,0,7,25,11,77,89,79,566
202103973,tuxnsl,16,女,15782849522,122,114,44,96,53,32,68,22,10,50,489
202103974,hxspju,26,男,18713339080,72,141,32,59,83,26,39,49,56,36,521
202103975,vuspon,25,男,17566516419,26,53,64,102,31,43,45,79,39,67,523
202103976,jmrcmf,19,女,17511142274,7,23,17,60,48,52,8,64,10,31,313
202103977,lvlwjs,24,女,18972132805,1,40,13,11,34,35,59,82,95,37,406
202103978,dyygnu,17,女,18757597445,151,134,84,16,49,81,53,71,36,89,613
202103979,ahgnnr,22,女,13663411003,16,84,89,98,83,9,60,36,89,60,608
202103980,ppmusg,18,女,15335886759,119,110,132,56,2,8,50,77,14,14,463
202103981,pizani,21,男,17377847830,46,147,17,52,0,93,50,14,33,67,473
202103982,lrsble,17,女,17529163159,116,39,33,115,13,53,37,63,100,96,549
202103983,ihezmm,25,女,17545667193,150,77,37,17,11,98,14,27,46,11,338
202103984,stwkym,26,男,17365990522,36,39,19,4,10,72,7,1,15,92,259
202103985,veyihi,22,男,14916191432,31,44,75,134,26,40,28,27,99,83,556
202103986,bgecqg,23,女,17798782759,74,60,72,12,80,27,63,67,18,0,399
202103987,rpstzu,26,女,13359497450,84,150,92,69,5,20,13,15,53,85,502
202103988,ywvzvw,16,女,18582637841,86,5,21,13,58,12,17,85,83,96,390
202103989,akcdot,19,女,18533431549,15,117,71,43,88,28,73,57,22,67,566
202103990,mzchrq,21,男,13641055777,1,2,29,93,3,87,4,53,86,74,431
202103991,urgtqb,21,女,18984570564,33,14,40,97,79,73,61,92,42,34,532
202103992,cpzgtw,16,女,13097248467,87,100,145,77,23,24,31,2,96,29,527
202103993,lizuoh,23,男,15357454510,57,14,104,66,15,53,31,32,62,47,424
202103994,bminzr,18,女,18644465073,103,50,100,82,59,77,85,57,100,61,671
202103995,utbtfm,25,女,15879005350,124,137,19,9,51,4,89,2,31,2,344
202103996,dhroku,26,男,13113949269,24,110,117,2,4,39,35,40,50,20,417
202103997,vhfuuv,25,女,13511425662,14,103,17,88,43,15,12,0,47,37,362
202103998,fgikpm,24,男,15844069271,42,43,118,29,47,9,97,44,49,43,479
202103999,ulwyup,25,男,13349365004,93,25,76,51,25,98,32,68,0,48,423
202104000,zhegpv,24,男,15813159726,121,50,105,80,2,99,42,15,56,32,481
202104001,aieosu,17,女,18135518848,61,147,133,145,82,14,70,84,29,64,768
202104002,dmkyqk,22,女,18086692969,52,47,63,51,93,59,75,65,91,8,552
202104003,xefgkn,17,男,18667058803,61,72,21,101,95,2,32,62,82,58,525
202104004,nujoke,21,男,18693103980,148,98,140,71,87,6,42,66,21,99,630
202104005,xdrrou,22,女,13681207662,104,57,132,144,70,59,82,30,92,13,679
202104006,dzpwsz,25,女,17811359315,2,27,70,57,65,88,24,54,12,1,398
202104007,fosqvx,19,女,13059622063,103,144,2,133,2,14,22,94,80,37,528
202104008,nkkoxv,20,男,14967721625,62,140,40,91,13,34,2,47,12,55,434
202104009,wswfrd,22,男,15987903385,17,111,66,148,50,48,88,47,8,31,597
202104010,xohoaz,18,女,18718350201,103,103,126,38,10,26,46,52,6,0,407
202104011,upfwbm,22,男,15719524383,108,51,14,45,49,26,94,70,100,75,524
202104012,xssnjn,21,男,15862382095,115,81,109,26,53,17,45,89,26,43,489
202104013,xoqlns,20,女,18115759079,166,119,42,99,74,4,22,8,53,97,518
202104014,pdrgwu,16,女,17340402883,61,94,87,17,66,4,7,85,75,84,519
202104015,mhygdi,23,女,13366113489,77,66,17,53,92,5,1,22,46,56,358
202104016,fuqsxb,20,男,14914251217,11,86,139,14,94,62,61,49,76,6,587
202104017,ixtyvz,22,男,13196214356,156,46,5,76,43,20,4,92,33,2,321
202104018,sdcnue,26,男,15862818939,36,53,78,17,73,59,8,30,90,88,496
202104019,dyelpo,20,女,18982722998,91,118,27,88,20,14,59,64,15,64,469
202104020,blydqx,25,男,13379792709,105,5,40,71,60,28,5,96,40,89,434
202104021,gevczi,17,女,17788302867,162,8,0,0,39,29,15,35,20,55,201
202104022,hpglyx,18,男,13154816888,133,66,133,69,93,61,76,54,56,25,633
202104023,rmxpxy,23,男,13321811242,110,33,140,61,6,46,63,47,84,92,572
202104024,npoyly,23,女,17835779799,43,63,41,145,97,3,70,20,91,35,565
202104025,hffhab,24,女,17862619624,149,122,66,34,98,12,46,27,24,46,475
202104026,anljkh,23,女,13579722240,52,84,144,133,98,34,77,24,25,52,671
202104027,vubjsf,20,男,13161438675,81,118,19,18,15,43,11,14,64,85,387
202104028,mpxhfw,25,男,17861561199,107,39,54,36,78,41,23,20,82,99,472
202104029,zdejzk,17,男,15710764715,63,15,12,68,9,56,12,50,29,49,300
202104030,pdyjcl,25,男,13072997816,86,79,125,27,52,85,48,89,97,72,674
202104031,mojzws,24,男,17332888636,124,55,53,144,86,8,99,94,17,3,559
202104032,dfulcw,21,男,18119789577,67,147,32,101,58,8,64,39,26,100,575
202104033,hvqmvy,25,男,18559712950,122,52,124,51,31,93,72,30,27,72,552
202104034,gjjadg,22,男,13079237490,126,140,87,13,38,31,42,52,97,12,512
202104035,fkplwf,26,男,17871366865,152,56,83,122,4,86,76,87,20,38,572
202104036,sfhrld,16,男,18627596379,105,54,82,80,69,76,84,24,97,44,610
202104037,jrrprc,24,男,15895085959,21,112,10,35,47,81,12,43,77,83,500
202104038,svbrqx,23,女,17899924498,154,134,142,112,64,88,2,3,3,44,592
202104039,pkzxgb,24,女,18188387111,70,122,86,62,63,39,36,36,98,68,610
202104040,ccjlvy,20,女,15854374528,34,7,121,133,68,46,18,25,62,93,573
202104041,tnydcc,26,男,13655913435,49,56,15,118,66,25,59,25,76,21,461
202104042,gttaqx,24,男,18942590394,36,82,98,123,35,74,59,99,38,7,615
202104043,anxlcz,24,女,18586745988,70,73,103,79,8,83,6,49,69,7,477
202104044,hyvnms,19,女,13585816219,164,40,117,15,85,60,31,5,10,71,434
202104045,lffpwm,20,女,13629255815,107,34,96,78,50,3,87,17,28,1,394
202104046,cisplj,18,男,15846697077,135,4,115,105,2,46,60,86,26,83,527
202104047,kxnutt,16,女,17898561931,157,139,68,69,29,97,52,13,43,76,586
202104048,fozcas,17,男,13666347652,100,101,112,39,27,91,97,0,85,59,611
202104049,eulkeu,18,女,13072844256,39,105,70,60,70,9,100,50,53,67,584
202104050,lhaufl,23,男,14960032143,68,31,76,120,10,62,59,3,45,61,467
202104051,kuhxno,23,男,13673684821,77,24,0,147,89,80,94,30,17,32,513
202104052,iovmrn,26,男,18619524383,143,93,94,29,31,65,48,25,4,34,423
202104053,sfhnij,17,男,18794545577,32,117,53,105,88,30,60,74,98,17,642
202104054,zbzsmt,17,男,13313561318,93,25,103,0,26,10,8,13,92,45,322
202104055,btxvcc,18,男,15970434590,87,31,98,14,73,20,27,11,11,77,362
202104056,ofplau,17,女,17377425461,115,126,18,100,5,25,14,24,77,31,420
202104057,sanrap,24,女,13126369940,126,21,63,62,59,4,71,96,88,47,511
202104058,dttaiv,21,女,18974886111,116,23,129,119,95,79,69,14,91,73,692
202104059,lukbbi,20,男,18933473294,45,102,142,121,12,41,52,91,43,36,640
202104060,nnnnid,17,男,17382693243,50,84,56,127,9,33,88,19,11,63,490
202104061,pvvlji,22,男,14940952368,55,70,120,119,1,1,10,28,73,26,448
202104062,tvupgh,18,女,15730020941,164,142,127,137,62,35,4,66,57,7,637
202104063,mryamd,23,男,15989511253,115,109,57,114,91,98,91,51,71,15,697
202104064,fwtncs,19,男,18126205801,37,117,129,126,24,14,71,68,12,59,620
202104065,mopvfo,25,女,13187604666,115,92,69,28,39,87,87,74,77,19,572
202104066,sypgjm,23,男,18861576279,34,7,122,40,10,14,54,9,21,65,342
202104067,zcoftj,25,男,18894603697,79,78,30,60,53,72,95,23,83,22,516
202104068,ikbslw,21,女,14990710935,42,70,135,148,58,75,100,63,28,8,685
202104069,vxvjsj,21,男,18874201289,115,112,105,39,72,71,21,12,18,96,546
202104070,gzzgcy,24,女,18913682520,34,83,78,127,74,27,3,66,35,48,541
202104071,cqyoey,21,女,17872067147,51,149,117,38,17,4,91,18,73,19,526
202104072,dwqkqq,26,男,18135000160,131,2,53,35,86,42,56,70,92,7,443
202104073,euqsdb,19,男,15734557157,103,88,100,115,84,53,88,0,99,44,671
202104074,ruobab,16,男,18194184482,154,36,8,21,19,44,25,1,72,81,307
202104075,hvgwhe,22,女,18865314966,18,21,33,57,89,57,23,80,56,39,455
202104076,gdoppc,21,男,13196818669,127,60,117,133,39,47,40,63,44,38,581
202104077,pfhcug,18,男,14920078131,4,10,73,48,83,30,22,57,87,95,505
202104078,snadnc,20,男,18133515017,121,15,132,70,85,64,24,44,80,79,593
202104079,rzjfds,17,女,13345209276,33,139,87,94,7,76,66,39,11,69,588
202104080,dmeaiy,25,女,18525423886,96,66,64,58,21,40,16,78,62,63,468
202104081,ghdwbc,24,男,18851391937,85,111,85,98,27,66,62,55,8,80,592
202104082,ywuxdf,16,女,13676125819,94,135,29,47,87,7,42,10,84,29,470
202104083,qruyfc,17,男,17826559015,25,77,125,143,80,92,50,32,79,21,699
202104084,zacbeq,25,女,17315734026,128,109,141,10,15,28,80,88,60,66,597
202104085,etddkm,25,女,13578362816,62,34,107,72,53,68,62,45,26,93,560
202104086,pxsxti,23,男,13174121852,15,57,87,136,65,27,47,14,71,89,593
202104087,tqwfmy,22,男,18974285911,82,146,57,70,34,14,86,64,64,15,550
202104088,phscvl,18,女,18734126987,28,12,52,39,46,36,93,12,4,27,321
202104089,bchlwc,26,女,18072911146,149,46,112,96,97,5,12,96,50,48,562
202104090,uvptxr,24,女,13177294756,102,123,1,60,48,61,83,48,48,56,528
202104091,fecqnd,18,女,15783921045,74,22,43,95,40,68,22,39,10,15,354
202104092,eeqvsl,16,男,17577144571,55,3,127,24,11,80,90,2,1,82,420
202104093,oyujuy,24,男,18972831995,96,114,18,118,89,9,33,20,15,47,463
202104094,sucysz,16,男,15311957960,166,10,4,42,49,5,95,58,75,82,420
202104095,lhyviw,25,男,18738355521,85,84,144,17,76,45,38,71,70,87,632
202104096,qdhpfi,23,女,18956147804,149,98,67,91,29,44,79,31,18,81,538
202104097,szihpp,16,男,18778748130,79,110,150,48,21,55,64,29,9,10,496
202104098,wvyzqj,24,女,15734167006,44,92,133,65,66,14,42,88,37,55,592
202104099,ueemjv,25,男,13191113512,60,60,98,111,66,24,14,16,17,94,500
202104100,nerjvh,21,男,18029953151,110,147,136,24,42,84,60,77,45,13,628
202104101,fjxzxw,22,女,18035376416,121,88,13,139,17,56,88,27,99,13,540
202104102,mogerd,26,男,18772066649,162,23,29,44,22,99,17,57,67,33,391
202104103,aokqki,24,女,17574737963,79,114,4,101,70,6,6,2,46,48,397
202104104,dnqeto,23,女,14986914684,166,82,4,78,14,35,96,74,31,62,476
202104105,bxtlbt,19,男,18996139764,28,143,49,138,48,33,65,77,65,73,691
202104106,rvrccc,16,男,18633595626,56,106,51,4,68,55,36,11,52,7,390
202104107,pupham,17,男,18683075710,33,114,105,99,69,47,70,0,1,23,528
202104108,omeasp,16,男,18149096547,119,25,65,44,4,50,75,19,83,9,374
202104109,qufkgu,17,男,18723432456,75,23,76,7,61,74,76,56,45,14,432
202104110,svzjvz,18,女,15869337462,103,53,28,88,93,51,33,62,96,25,529
202104111,spmydy,16,女,15899099348,22,6,11,79,49,62,6,21,53,28,315
202104112,ghmrxs,17,男,14989760777,143,135,36,102,44,58,48,9,98,11,541
202104113,qrvhlf,17,女,13121383795,93,141,62,141,37,53,87,31,80,18,650
202104114,vogjsc,17,男,18583891183,114,63,93,43,98,59,89,46,99,20,610
202104115,ygbilb,24,男,14993811424,79,126,104,96,4,55,66,21,51,38,561
202104116,airlcu,22,女,18539426545,131,81,72,136,59,43,47,4,39,100,581
202104117,ixtzos,25,男,18840919598,147,73,76,67,24,89,97,18,26,56,526
202104118,ayrywr,24,男,17358088856,12,119,131,133,26,54,28,31,4,96,622
202104119,krxzbo,16,男,18522668132,112,68,77,17,3,22,76,24,66,82,435
202104120,xmhuhu,25,男,15970747282,59,5,120,8,23,49,75,23,18,98,419
202104121,mnmncu,18,女,18879954612,48,82,138,70,95,64,14,57,78,13,611
202104122,kwdcfm,23,男,13320611960,107,141,63,77,62,4,10,41,41,64,503
202104123,coqemz,19,女,18895755151,57,93,5,36,19,72,33,33,78,77,446
202104124,pmjsix,25,男,17775246977,117,135,35,110,4,85,23,68,1,57,518
202104125,twosoo,21,女,18888753306,150,87,107,47,82,28,16,96,99,69,631
202104126,zhqcgs,22,男,17743399539,24,61,51,115,38,39,10,25,99,30,468
202104127,xbfgnu,24,女,13633859426,103,49,114,48,88,74,56,40,100,13,582
202104128,zivouw,25,女,18613105086,7,8,45,62,64,84,34,68,80,77,522
202104129,wbprte,22,男,18521398557,132,12,64,83,65,3,89,38,92,18,464
202104130,zrgbty,16,男,17852482025,7,52,105,136,36,27,55,3,90,34,538
202104131,uaosvg,20,女,13117754985,65,96,121,137,68,29,74,43,76,69,713
202104132,zqwezu,25,女,18818103066,127,66,40,21,68,61,40,23,44,92,455
202104133,omtsmp,16,女,17393031456,48,98,105,86,42,60,67,80,86,27,651
202104134,xiyezr,17,女,14980942136,114,117,133,18,0,18,7,81,32,83,489
202104135,tqhqgp,20,女,18658478675,5,3,117,52,56,94,84,25,62,59,552
202104136,pwjpkq,21,女,18660996938,97,106,109,74,13,81,64,93,8,38,586
202104137,sqvitf,24,女,14941788949,86,21,64,128,52,29,46,8,27,62,437
202104138,cqyfuo,24,男,18732274955,136,13,105,138,51,54,40,65,12,38,516
202104139,pvjqaw,23,女,17795257544,162,29,52,58,51,19,11,93,17,64,394
202104140,jzbifk,26,男,13628007895,13,96,70,84,53,42,89,37,81,37,589
202104141,wdggji,17,女,14951186864,159,104,93,53,45,23,78,44,33,67,540
202104142,miyzep,20,女,18039361249,71,140,37,104,39,90,11,46,92,51,610
202104143,lchuor,20,女,15314347910,25,80,57,117,75,31,0,51,31,48,490
202104144,bhchsn,22,男,18790879532,59,142,131,37,15,48,56,61,84,20,594
202104145,liyzae,19,男,18864749778,166,43,73,111,44,16,44,87,41,61,520
202104146,jredem,21,男,18688636472,158,73,137,138,100,77,87,95,5,14,726
202104147,ajfbou,19,女,18897600419,53,25,65,4,63,26,54,88,98,4,427
202104148,uywwia,18,男,17554976266,64,22,90,128,93,63,9,2,31,68,506
202104149,ktwmky,23,女,13391677207,11,13,148,39,78,0,84,28,87,70,547
202104150,jbjezh,20,女,15847162752,133,69,26,29,43,58,48,22,24,64,383
202104151,pkyffc,21,女,13558498946,14,35,74,121,8,69,57,29,30,63,486
202104152,huapjm,21,女,17364451409,73,25,103,95,36,84,45,98,78,34,598
202104153,awcgxa,24,男,13511658640,37,124,3,39,33,13,1,7,37,98,355
202104154,gxhfdb,25,男,18773406681,96,82,27,112,93,5,31,19,5,27,401
202104155,dokijm,18,女,18169261253,104,30,47,89,73,23,59,37,78,3,439
202104156,hnaxla,26,男,18747703099,76,10,38,135,85,67,17,13,79,4,448
202104157,jdrugj,23,男,15924804570,32,120,62,86,64,45,10,80,87,80,634
202104158,pauzwh,16,男,18864316601,144,147,119,66,73,75,86,21,43,43,673
202104159,brevhg,25,女,15957647937,84,145,17,124,64,76,62,34,4,85,611
202104160,vkznhh,23,女,17333266671,61,83,80,145,81,69,100,33,11,23,625
202104161,jeqoua,21,男,17586312973,1,83,121,8,46,78,90,74,17,22,539
202104162,uchmez,26,男,18655449602,82,146,70,50,34,26,66,4,34,45,475
202104163,rnyqle,20,女,15354011794,16,15,30,144,97,16,35,78,11,89,515
202104164,nrkvop,19,男,18191475134,98,17,21,63,56,21,58,37,18,60,351
202104165,zynxjh,21,女,18124059281,165,95,142,61,87,18,41,41,97,56,638
202104166,ljxcsb,24,男,15358624612,155,16,74,69,93,0,71,99,9,37,468
202104167,tksoyt,24,男,13096031318,162,27,136,124,42,47,57,61,95,25,614
202104168,sunalk,22,女,18850009806,25,75,93,6,7,79,16,97,90,64,527
202104169,vxysqq,24,男,18145689039,117,3,67,131,16,11,94,48,20,9,399
202104170,vlpuvm,22,男,15940078060,27,115,130,44,78,54,27,97,49,96,690
202104171,hnlhmi,24,女,18565328599,70,71,131,54,5,17,79,43,34,89,523
202104172,quarpd,19,男,14996698540,157,101,44,90,76,61,80,1,75,13,541
202104173,qfnxci,25,男,13335398308,148,70,67,9,53,62,80,9,38,41,429
202104174,ospxxg,18,男,18114185810,120,128,44,6,2,0,52,55,55,70,412
202104175,scuung,18,女,18596910738,160,112,6,143,6,90,27,61,3,49,497
202104176,geggbb,25,男,15389749847,6,31,149,35,55,18,66,69,96,66,585
202104177,wyiben,17,男,18938976884,126,61,17,26,41,33,78,92,53,27,428
